time,Average speed (km/h),Barometric pressure (kPa),Calculated boost (bar),Calculated engine load value (%),Distance travelled (km),Distance travelled (total) (km),Engine coolant temperature (℃),Engine RPM (rpm),Engine RPM x1000 (rpm),Intake manifold absolute pressure (kPa),Long term fuel % trim - Bank 1 (%),OBD Module Voltage (V),Short term fuel % trim - Bank 1 (%),Vehicle acceleration (g),Vehicle speed (km/h)
443,40.325507,101.534540,-0.333318,38.348596,0.011083,3.297773,71.800000,2580.959343,2.580959,68.202703,-1.081973,14.285057,-0.539182,0.300000,40.325507
444,41.224098,101.226935,-0.355997,34.927832,0.011326,3.309100,71.916667,2591.700392,2.591700,65.627187,3.448137,14.124824,-1.114234,0.300000,41.224098
445,42.058964,100.975446,-0.359472,35.300386,0.011567,3.320667,72.033333,2662.865426,2.662865,65.028247,3.097148,14.220314,-0.942274,0.300000,42.058964
446,42.776744,101.139272,-0.366610,32.130781,0.011783,3.332450,72.150000,2586.199858,2.586200,64.478267,1.462230,14.308668,-0.337987,0.263405,42.776744
447,43.448211,101.407407,-0.333457,40.093203,0.011976,3.344425,72.266667,2616.982481,2.616982,68.061679,0.566024,14.412048,-3.533887,0.246410,43.448211
448,44.184133,101.615260,-0.366527,34.009750,0.012171,3.356597,72.383333,2675.181829,2.675182,64.962525,-1.135554,14.114707,-1.203750,0.270063,44.184133
449,44.996479,101.486552,-0.343579,39.583909,0.012386,3.368983,72.500000,2711.230504,2.711231,67.128688,1.570749,14.196684,-1.973165,0.298109,44.996479
450,45.780794,101.577186,-0.355222,35.037163,0.012608,3.381591,72.616667,2792.625336,2.792625,66.054991,0.452292,14.172149,3.205111,0.287822,45.780794
451,46.431480,101.461218,-0.331343,40.067910,0.012807,3.394398,72.733333,2872.693967,2.872694,68.326898,-1.863819,14.020158,1.694904,0.238784,46.431480
452,46.966268,101.425584,-0.336063,39.625959,0.012972,3.407370,72.850000,2864.587862,2.864588,67.819248,0.742716,14.248512,-0.742689,0.196252,46.966268
453,47.535110,101.341310,-0.354377,38.381660,0.013125,3.420495,72.966667,2825.250883,2.825251,65.903637,-0.365631,14.165242,-1.127307,0.208749,47.535110
454,48.269465,101.380915,-0.318566,41.711154,0.013306,3.433801,73.083333,2874.871990,2.874872,69.524347,1.396206,14.149138,0.643145,0.269488,48.269465
455,49.108579,101.592846,-0.335879,39.737693,0.013525,3.447326,73.200000,2928.733917,2.928734,68.004981,1.199503,14.178929,-3.728029,0.300000,49.108579
456,49.828098,101.201512,-0.296074,45.282990,0.013741,3.461067,73.316667,2912.581638,2.912582,71.594161,1.516358,13.957723,0.238141,0.264044,49.828098
457,50.274036,101.291208,-0.321358,40.262489,0.013903,3.474970,73.433333,3115.084049,3.115084,69.155449,0.815064,14.383530,0.290099,0.163647,50.274036
458,50.536286,101.050121,-0.317356,41.535833,0.014001,3.488972,73.550000,2916.183654,2.916184,69.314478,-1.355912,14.316508,-2.141935,0.096238,50.536286
459,50.867406,101.376671,-0.364471,33.471950,0.014084,3.503055,73.666667,2940.549577,2.940550,64.929568,1.174173,14.154677,2.901706,0.121512,50.867406
460,51.438343,100.947725,-0.355263,35.893280,0.014209,3.517265,73.783333,3020.317716,3.020318,65.421395,4.144148,14.020565,2.010014,0.209519,51.438343
461,52.189606,101.831983,-0.326754,38.928154,0.014393,3.531657,73.900000,3056.950191,3.056950,69.156610,-1.081183,14.231620,2.659819,0.275693,52.189606
462,52.922603,101.400328,-0.326210,38.280117,0.014599,3.546256,74.016667,3099.571413,3.099571,68.779299,-1.156797,14.224239,-1.647170,0.268990,52.922603
463,53.509342,101.034730,-0.346895,36.394440,0.014782,3.561039,74.133333,3018.931632,3.018932,66.345226,0.222558,14.157134,-0.253902,0.215317,53.509342
464,53.979298,101.473725,-0.332087,43.368275,0.014929,3.575968,74.250000,3045.499477,3.045499,68.265052,0.512860,13.993680,0.401726,0.172461,53.979298
465,54.430363,101.134270,-0.332029,38.414908,0.015057,3.591024,74.366667,3217.094181,3.217094,67.931408,-0.839909,14.047424,-2.265453,0.165528,54.430363
466,54.921599,101.445912,-0.328340,42.035664,0.015188,3.606212,74.483333,3165.553545,3.165554,68.611922,1.380999,14.507801,-0.884827,0.180270,54.921599
467,55.449741,100.874695,-0.344076,36.741969,0.015329,3.621542,74.600000,3142.233562,3.142234,66.467110,3.814352,14.140481,0.490011,0.193814,55.449741
468,55.964695,101.852059,-0.285075,47.995373,0.015474,3.637016,74.716667,3188.473005,3.188473,73.344559,-1.231232,14.341127,0.809248,0.188974,55.964695
469,56.395341,101.257600,-0.338781,38.147892,0.015606,3.652621,74.833333,3094.424608,3.094425,67.379530,0.880317,14.366195,-2.393282,0.158035,56.395341
470,56.711618,100.531303,-0.301171,44.090179,0.015709,3.668331,74.950000,3175.205361,3.175205,70.414211,-0.672398,13.923757,-2.548493,0.116065,56.711618
471,56.971711,101.384353,-0.355544,36.943074,0.015789,3.684120,75.066667,3318.485312,3.318485,65.829908,1.689702,14.668402,0.223999,0.095447,56.971711
472,57.263728,101.712987,-0.328393,41.095737,0.015866,3.699986,75.183333,3293.111056,3.293111,68.873682,0.090468,14.267059,-3.715185,0.107162,57.263728
473,57.606507,101.418611,-0.306625,43.341537,0.015954,3.715940,75.300000,3239.996270,3.239996,70.756145,-1.171760,14.169489,-1.121501,0.125790,57.606507
474,57.949308,101.443954,-0.299636,46.602533,0.016049,3.731990,75.416667,3260.112375,3.260112,71.480362,1.564718,14.202055,-0.495500,0.125798,57.949308
475,58.244027,100.657444,-0.329679,40.254117,0.016138,3.748128,75.533333,3304.538760,3.304539,67.689572,0.204339,14.090233,0.382304,0.108154,58.244027
476,58.475172,101.050794,-0.309722,44.664872,0.016211,3.764339,75.650000,3264.403164,3.264403,70.078612,-0.640661,14.076525,-1.360649,0.084824,58.475172
477,58.645814,101.272737,-0.327333,42.157433,0.016267,3.780605,75.766667,3269.219489,3.269219,68.539471,-2.624063,14.324041,1.578402,0.062621,58.645814
478,58.769734,101.111202,-0.316840,42.774043,0.016308,3.796913,75.883333,3327.297391,3.327297,69.427248,-2.475659,14.108828,-2.763635,0.045475,58.769734
479,58.870043,101.496369,-0.323110,38.968292,0.016339,3.813252,76.000000,3447.781849,3.447782,69.185349,1.373588,14.503185,-2.303470,0.036811,58.870043
480,58.968475,102.041608,-0.340787,40.848578,0.016366,3.829618,76.116667,3292.046317,3.292046,67.962909,1.528178,14.099340,1.760436,0.036122,58.968475
481,59.072569,101.683309,-0.327365,40.646652,0.016395,3.846013,76.233333,3315.479476,3.315479,68.946803,-1.914367,14.175509,0.282304,0.038200,59.072569
482,59.172404,101.239058,-0.325980,40.353399,0.016423,3.862436,76.350000,3424.273570,3.424274,68.641084,-2.600470,13.986389,3.117475,0.036637,59.172404
483,59.253053,101.367394,-0.340158,38.908072,0.016448,3.878884,76.466667,3327.330408,3.327330,67.351618,0.778135,14.210116,-3.834977,0.029596,59.253053
484,59.317121,101.553731,-0.301460,44.437171,0.016468,3.895352,76.583333,3284.120031,3.284120,71.407725,0.272528,14.154734,-0.458317,0.023511,59.317121
485,59.389863,101.476923,-0.345328,38.034665,0.016487,3.911839,76.700000,3325.634118,3.325634,66.944084,-0.271457,13.983492,-0.898950,0.026694,59.389863
486,59.493468,101.610964,-0.340448,39.468012,0.016512,3.928351,76.816667,3325.181777,3.325182,67.566140,-1.639426,14.400531,0.022985,0.038020,59.493468
487,59.612728,101.288624,-0.310374,45.547988,0.016543,3.944893,76.933333,3272.059055,3.272059,70.251232,0.966863,14.233965,3.052001,0.043765,59.612728
488,59.682702,100.947432,-0.326220,42.054883,0.016569,3.961462,77.050000,3316.236055,3.316236,68.325418,-3.026891,14.117641,-0.277043,0.025678,59.682702
489,59.609617,100.994515,-0.345169,37.807787,0.016568,3.978030,77.166667,3371.166284,3.371166,66.477572,1.047627,14.352980,-0.478163,-0.026820,59.609617
490,59.321443,100.561370,-0.302163,43.073440,0.016518,3.994549,77.283333,3361.029517,3.361030,70.345115,-2.571916,13.911813,-1.610653,-0.105752,59.321443
491,58.840271,101.127475,-0.319074,42.439424,0.016411,4.010960,77.400000,3411.042595,3.411043,69.220093,-1.634653,14.361670,1.421573,-0.176577,58.840271
492,58.328832,101.401124,-0.306064,46.048050,0.016273,4.027233,77.516667,3202.688581,3.202689,70.794751,-0.399268,14.155155,0.740520,-0.187684,58.328832
493,58.025791,101.468377,-0.327446,42.437464,0.016160,4.043394,77.633333,3217.009102,3.217009,68.723807,-2.206292,14.043119,0.246440,-0.111208,58.025791
494,58.068941,101.193375,-0.337890,38.879785,0.016124,4.059518,77.750000,3323.483883,3.323484,67.404353,-0.287726,14.196745,3.190429,0.015835,58.068941
495,58.368730,101.534434,-0.298342,44.596906,0.016172,4.075690,77.866667,3319.793166,3.319793,71.700279,1.277845,14.357181,-2.149263,0.110014,58.368730
496,58.681153,101.213859,-0.292582,46.122109,0.016257,4.091947,77.983333,3332.720199,3.332720,71.955678,1.469594,14.213424,1.618165,0.114651,58.681153
497,58.792956,100.822153,-0.321253,39.675297,0.016316,4.108263,78.100000,3356.716101,3.356716,68.696886,-1.455050,13.825731,1.974320,0.041029,58.792956
498,58.619802,101.137490,-0.330815,42.539034,0.016307,4.124570,78.216667,3353.308299,3.353308,68.055981,0.061440,14.362911,2.463718,-0.063543,58.619802
499,58.191715,101.112858,-0.315295,43.552235,0.016224,4.140794,78.333333,3269.721428,3.269721,69.583322,1.191075,14.401922,2.653310,-0.157096,58.191715
500,57.635596,101.384443,-0.314313,43.756909,0.016087,4.156881,78.450000,3267.462842,3.267463,69.953168,0.382579,14.066068,1.580866,-0.204081,57.635596
501,57.145581,101.362456,-0.332107,41.760965,0.015942,4.172823,78.566667,3177.481232,3.177481,68.151788,-0.706573,14.217790,1.702179,-0.179822,57.145581
502,56.857831,101.015813,-0.295388,45.325283,0.015834,4.188657,78.683333,3177.455495,3.177455,71.476973,-1.611755,14.295333,0.743445,-0.105596,56.857831
503,56.730875,101.569819,-0.337301,40.510776,0.015776,4.204433,78.800000,3156.672943,3.156673,67.839720,3.086864,14.039051,-2.489074,-0.046589,56.730875
504,56.608560,101.338217,-0.346912,37.220713,0.015742,4.220174,78.916667,3209.838137,3.209838,66.647043,1.790736,14.248741,-0.455774,-0.044886,56.608560
505,56.401461,101.710720,-0.326217,41.964251,0.015696,4.235870,79.033333,3236.495037,3.236495,69.089035,-1.049611,14.312157,1.382974,-0.076000,56.401461
506,56.147660,102.054258,-0.314181,43.783352,0.015632,4.251502,79.150000,3192.474171,3.192474,70.636133,0.770183,14.034656,0.196948,-0.093138,56.147660
507,55.889267,101.028287,-0.330494,40.320722,0.015561,4.267063,79.266667,3209.571616,3.209572,67.978936,1.098124,14.248689,1.792957,-0.094823,55.889267
508,55.553476,100.917492,-0.323559,41.613096,0.015478,4.282541,79.383333,3228.940738,3.228941,68.561622,0.350554,14.142396,3.506997,-0.123226,55.553476
509,55.012533,101.410492,-0.333592,38.097176,0.015356,4.297897,79.500000,3239.300384,3.239300,68.051280,0.039135,14.098060,2.296435,-0.198511,55.012533
510,54.241678,101.293899,-0.337464,39.335321,0.015174,4.313072,79.616667,3085.797265,3.085797,67.547538,-1.269616,14.142673,-1.426349,-0.282883,54.241678
511,53.372636,100.933227,-0.354514,34.835472,0.014946,4.328018,79.733333,3124.430659,3.124431,65.481848,-1.517976,14.257016,0.892626,-0.300000,53.372636
512,52.596994,101.562872,-0.312665,43.876707,0.014718,4.342736,79.850000,2929.965656,2.929966,70.296353,-1.658936,14.076441,-0.703861,-0.284639,52.596994
513,52.032884,101.461095,-0.324456,40.302370,0.014532,4.357268,79.966667,3068.063093,3.068063,69.015493,-2.602834,14.223232,-0.487770,-0.207013,52.032884
514,51.654592,101.048341,-0.342753,37.037134,0.014401,4.371669,80.083333,3044.104626,3.044105,66.772995,1.706824,13.959338,1.176465,-0.138823,51.654592
515,51.321166,101.541513,-0.311221,42.329500,0.014302,4.385971,80.200000,3084.643089,3.084643,70.419376,3.335093,14.369760,-0.661491,-0.122358,51.321166
516,50.889092,101.360094,-0.353561,36.103212,0.014196,4.400167,80.316667,3005.913338,3.005913,66.003987,0.055301,14.109591,1.651717,-0.158559,50.889092
517,50.305954,101.097910,-0.349074,37.038864,0.014055,4.414222,80.433333,2965.854466,2.965854,66.190512,1.341474,14.244144,-1.063075,-0.213996,50.305954
518,49.590994,100.899671,-0.313091,42.049101,0.013875,4.428096,80.550000,3037.160313,3.037160,69.590536,-1.088245,14.387420,1.577504,-0.262371,49.590994
519,48.759117,100.814185,-0.334354,41.408592,0.013660,4.441756,80.666667,2926.903505,2.926904,67.378818,1.030725,14.263305,-0.870917,-0.300000,48.759117
520,47.815905,101.902995,-0.345845,37.985763,0.013413,4.455169,80.783333,2848.543516,2.848544,67.318503,2.055353,14.218248,-0.906637,-0.300000,47.815905
521,46.819150,101.394098,-0.353210,37.587302,0.013144,4.468313,80.900000,2795.661380,2.795661,66.073055,0.398166,14.146410,3.058530,-0.300000,46.819150
522,45.900575,101.689793,-0.348749,37.325428,0.012878,4.481191,81.016667,2773.915138,2.773915,66.814915,2.076404,14.264857,4.335698,-0.300000,45.900575
523,45.192367,101.481221,-0.369067,33.039720,0.012652,4.493843,81.133333,2778.409715,2.778410,64.574554,-1.479154,14.198387,1.636225,-0.259893,45.192367
524,44.709131,101.577923,-0.336876,36.774991,0.012486,4.506329,81.250000,2679.193085,2.679193,67.890369,-0.431679,14.114231,0.566157,-0.177334,44.709131
525,44.316248,100.777814,-0.335113,40.381057,0.012365,4.518694,81.366667,2736.812407,2.736812,67.266532,0.842932,14.214357,1.181926,-0.144177,44.316248
526,43.845940,101.419477,-0.365724,32.507980,0.012245,4.530938,81.483333,2670.129674,2.670130,64.847057,-0.667946,14.356209,4.995484,-0.172590,43.845940
527,43.236724,101.256380,-0.333620,39.036367,0.012095,4.543033,81.600000,2645.725418,2.645725,67.894331,-0.365645,14.298190,0.844821,-0.223566,43.236724
528,42.541927,101.137885,-0.333384,38.640471,0.011914,4.554947,81.716667,2601.975385,2.601975,67.799451,0.020412,14.039960,-0.824845,-0.254971,42.541927
529,41.851988,100.703029,-0.346283,36.391101,0.011721,4.566668,81.833333,2605.000196,2.605000,66.074712,0.079596,14.121979,-2.369372,-0.253189,41.851988
530,41.244984,101.010067,-0.344648,38.667132,0.011541,4.578209,81.950000,2566.911419,2.566911,66.545316,-1.293792,14.290159,5.239786,-0.222754,41.244984
531,40.748442,101.114254,-0.377337,32.341165,0.011388,4.589597,82.066667,2509.776492,2.509776,63.380551,-0.838984,14.197883,-1.256379,-0.182218,40.748442
532,40.285007,101.205857,-0.407318,24.468174,0.011255,4.600852,82.183333,2539.493060,2.539493,60.474040,0.414593,14.079798,-0.170675,-0.170068,40.285007
533,39.699058,101.104283,-0.323020,42.260634,0.011109,4.611961,82.300000,3084.801904,3.084802,68.802268,1.311160,14.197404,-2.049819,-0.215027,39.699058
534,38.892233,101.071039,-0.332545,41.620348,0.010915,4.622876,82.416667,2954.628203,2.954628,67.816531,1.347598,14.472013,-2.515590,-0.296083,38.892233
535,37.923023,101.044117,-0.346458,37.430346,0.010669,4.633545,82.533333,2932.792656,2.932793,66.398332,-2.744795,14.141456,1.030999,-0.300000,37.923023
536,36.972634,101.101198,-0.342449,36.717455,0.010402,4.643947,82.650000,2807.583242,2.807583,66.856299,2.273965,14.175011,0.141586,-0.300000,36.972634
537,36.222978,101.028343,-0.325954,39.177833,0.010166,4.654113,82.766667,2864.208112,2.864208,68.432978,-1.092980,14.108885,-1.757835,-0.275103,36.222978
538,35.739528,100.822505,-0.335445,37.325372,0.009995,4.664108,82.883333,2781.757065,2.781757,67.278039,0.151537,14.236512,-0.878133,-0.177413,35.739528
539,35.435616,100.658693,-0.328896,40.375686,0.009885,4.673994,83.000000,2756.187233,2.756187,67.769057,-0.101228,13.975795,-1.368547,-0.111527,35.435616
540,35.159840,101.106785,-0.354410,37.360808,0.009805,4.683799,83.116667,2797.070932,2.797071,65.665761,-0.982406,14.280755,0.968865,-0.101202,35.159840
541,34.840991,101.335424,-0.344486,38.082324,0.009722,4.693521,83.233333,2758.531372,2.758531,66.886867,-1.630600,14.314109,-0.575116,-0.117009,34.840991
542,34.549416,101.258576,-0.325785,39.338409,0.009638,4.703159,83.350000,2710.939987,2.710940,68.680027,0.318967,14.337113,-1.181136,-0.107000,34.549416
543,34.418381,101.286215,-0.357610,36.263830,0.009579,4.712737,83.466667,2696.684694,2.696685,65.525206,-0.056596,14.120181,-0.797054,-0.048087,34.418381
544,34.488915,101.445898,-0.325930,40.110172,0.009570,4.722308,83.583333,2730.605840,2.730606,68.852909,-1.134901,14.183977,-1.396956,0.025884,34.488915
545,34.610323,100.914043,-0.347244,35.527207,0.009597,4.731905,83.700000,2765.573405,2.765573,66.189648,-1.017433,14.293370,2.070272,0.044554,34.610323
546,34.513724,101.016132,-0.350210,36.294605,0.009601,4.741506,83.816667,2780.386966,2.780387,65.995127,0.610719,14.306148,-0.638999,-0.035449,34.513724
547,34.032438,101.705978,-0.349884,34.496336,0.009520,4.751026,83.933333,2663.935189,2.663935,66.717551,-0.405687,14.280024,-1.020005,-0.176619,34.032438
548,33.256473,101.457414,-0.353193,34.828404,0.009346,4.760371,84.050000,2672.035295,2.672035,66.138077,3.932264,14.367803,1.130254,-0.284758,33.256473
549,32.457300,101.525203,-0.348422,36.737801,0.009127,4.769498,84.166667,2655.917560,2.655918,66.682996,-0.597515,14.524260,-1.229673,-0.293274,32.457300
550,31.877612,101.421238,-0.364680,36.643960,0.008935,4.778434,84.283333,2645.537033,2.645537,64.953190,-0.532788,14.263896,2.424184,-0.212730,31.877612
551,31.606926,101.906299,-0.357914,34.039008,0.008817,4.787251,84.400000,2563.906222,2.563906,66.114893,1.010057,14.082885,4.285131,-0.099334,31.606926
552,31.605814,101.570203,-0.376649,32.498529,0.008780,4.796031,84.516667,2631.845990,2.631846,63.905346,-5.596017,14.046892,0.050622,-0.000408,31.605814
553,31.759929,101.336547,-0.345992,35.394548,0.008801,4.804831,84.633333,2578.364788,2.578365,66.737361,-1.680959,14.177669,0.215827,0.056556,31.759929
554,31.898990,101.292275,-0.354941,35.639794,0.008842,4.813673,84.750000,2602.360282,2.602360,65.798183,-0.896444,13.944688,0.997165,0.051032,31.898990
555,31.856530,100.780412,-0.374329,33.142013,0.008855,4.822528,84.866667,2596.727225,2.596727,63.347483,-1.244753,14.313598,2.614745,-0.015582,31.856530
556,31.587046,101.571919,-0.352693,36.141445,0.008812,4.831340,84.983333,2559.569027,2.559569,66.302630,1.345347,14.146468,-4.281994,-0.098893,31.587046
557,31.207485,101.111605,-0.361138,35.591834,0.008721,4.840061,85.100000,2629.762470,2.629762,64.997844,1.635601,14.199487,1.651785,-0.139288,31.207485
558,30.892441,101.350554,-0.354074,34.510934,0.008625,4.848686,85.216667,2542.097406,2.542097,65.943203,0.354647,14.143341,-2.852614,-0.115613,30.892441
559,30.741781,101.603779,-0.371075,32.610526,0.008560,4.857246,85.333333,2556.653655,2.556654,64.496320,-1.382996,14.151707,-0.461568,-0.055288,30.741781
560,30.743040,101.015801,-0.341505,35.232195,0.008540,4.865786,85.450000,2543.316882,2.543317,66.865334,1.480679,14.263602,3.917215,0.000462,30.743040
561,30.823104,101.597297,-0.334018,39.685989,0.008551,4.874337,85.566667,2541.095584,2.541096,68.195542,1.680272,14.260930,-0.223865,0.029381,30.823104
562,30.913199,101.250500,-0.396088,29.236597,0.008574,4.882911,85.683333,2639.566486,2.639566,61.641707,0.065423,14.265104,1.087549,0.033062,30.913199
563,30.969279,101.296279,-0.385611,31.106588,0.008595,4.891506,85.800000,2585.494201,2.585494,62.735166,-1.256750,14.301129,-2.952430,0.020580,30.969279
564,30.955824,101.384431,-0.359064,37.009555,0.008601,4.900107,85.916667,2530.148043,2.530148,65.478013,-2.835401,14.038145,-3.683310,-0.004937,30.955824
565,30.852969,101.138089,-0.389498,28.845000,0.008585,4.908691,86.033333,2502.746191,2.502746,62.188328,2.530770,14.224197,-1.342904,-0.037745,30.852969
566,30.698801,101.172572,-0.338773,36.577595,0.008549,4.917240,86.150000,2485.617193,2.485617,67.295223,0.965136,14.167841,-0.358001,-0.056576,30.698801
567,30.597121,100.978685,-0.347904,37.467406,0.008513,4.925753,86.266667,2526.169031,2.526169,66.188244,2.672808,14.232118,1.144516,-0.037314,30.597121
568,30.655406,101.411603,-0.363680,32.532006,0.008507,4.934261,86.383333,2515.225454,2.515225,65.043650,1.788549,14.277105,1.580245,0.021389,30.655406
569,30.913569,101.152179,-0.303438,43.742225,0.008551,4.942812,86.500000,2573.342252,2.573342,70.808356,1.601476,14.264041,-1.892908,0.094738,30.913569
570,31.339429,100.937325,-0.346723,34.384034,0.008646,4.951458,86.616667,2579.359746,2.579360,66.265045,2.641108,14.616177,-0.975258,0.156279,31.339429
571,31.879652,101.778605,-0.379339,32.380985,0.008780,4.960239,86.733333,2648.922464,2.648922,63.844681,1.610647,14.127906,4.951001,0.198247,31.879652
572,32.484739,101.732981,-0.348275,36.183620,0.008939,4.969178,86.850000,2547.318516,2.547319,66.905506,-1.393892,14.111026,-0.238950,0.222050,32.484739
573,33.083013,100.843328,-0.339060,38.347239,0.009107,4.978285,86.966667,2771.109976,2.771110,66.937378,-0.442114,14.261829,-0.296279,0.219550,33.083013
574,33.579486,101.376767,-0.333080,39.577672,0.009259,4.987543,87.083333,2616.457786,2.616458,68.068759,0.332936,14.353043,0.249987,0.182192,33.579486
575,33.924333,101.419715,-0.353525,37.565787,0.009376,4.996919,87.200000,2795.505734,2.795506,66.067237,-0.882144,13.953245,2.054159,0.126549,33.924333
576,34.154063,101.006807,-0.371930,35.186101,0.009455,5.006374,87.316667,2792.904866,2.792905,63.813775,-1.080009,13.920485,2.894366,0.084304,34.154063
577,34.320764,100.996825,-0.379723,32.837844,0.009510,5.015885,87.433333,2805.090980,2.805091,63.024558,1.516169,13.808891,0.283514,0.061175,34.320764
578,34.405067,101.359100,-0.349634,39.040294,0.009545,5.025430,87.550000,2727.273918,2.727274,66.395687,2.987018,14.191041,2.106319,0.030937,34.405067
579,34.357568,101.567819,-0.370696,33.503367,0.009550,5.034980,87.666667,2800.306600,2.800307,64.498210,-1.440482,14.030063,-0.042058,-0.017431,34.357568
580,34.222307,101.466686,-0.349701,33.673297,0.009525,5.044505,87.783333,2756.872208,2.756872,66.496631,-0.538192,14.242557,-1.096011,-0.049637,34.222307
581,34.160116,101.117847,-0.343334,38.636202,0.009498,5.054003,87.900000,2750.565567,2.750566,66.784468,-0.509274,14.362018,-0.343327,-0.022823,34.160116
582,34.329647,101.587455,-0.333211,38.378283,0.009512,5.063515,88.016667,2761.581895,2.761582,68.266345,0.707899,14.190612,-1.068392,0.062213,34.329647
583,34.772611,101.220163,-0.343276,39.601437,0.009598,5.073113,88.133333,2704.545146,2.704545,66.892587,-0.882792,14.094707,2.749006,0.162556,34.772611
584,35.404063,100.788453,-0.337395,39.003232,0.009747,5.082860,88.250000,2759.733632,2.759734,67.048928,1.441767,14.181783,-1.018498,0.231725,35.404063
585,36.071003,101.506510,-0.339706,39.008660,0.009927,5.092787,88.366667,2902.727638,2.902728,67.535956,-1.933295,14.321941,0.114707,0.244749,36.071003
586,36.643011,101.771122,-0.348357,38.054256,0.010099,5.102886,88.483333,2937.975989,2.937976,66.935461,0.225637,14.304728,-1.951615,0.209911,36.643011
587,37.114872,101.486335,-0.324550,40.095674,0.010244,5.113130,88.600000,2776.087845,2.776088,69.031335,-1.163152,14.123313,-2.156113,0.173160,37.114872
588,37.623932,101.430969,-0.336441,37.167865,0.010380,5.123510,88.716667,3020.945305,3.020945,67.786892,0.648373,14.208005,-0.903051,0.186811,37.623932
589,38.312408,100.998983,-0.334822,40.092105,0.010547,5.134057,88.833333,2939.410063,2.939410,67.516832,-0.566753,14.125438,-0.742242,0.252652,38.312408
590,39.169664,101.111620,-0.304306,44.386736,0.010761,5.144819,88.950000,3011.527810,3.011528,70.681018,0.757864,14.098917,-1.837490,0.300000,39.169664
591,40.041333,100.910679,-0.369373,33.546013,0.011002,5.155820,89.066667,2499.998150,2.499998,63.973411,-1.123505,14.410790,-1.753698,0.300000,40.041333
592,40.781965,101.813221,-0.329966,38.033973,0.011225,5.167046,89.183333,2456.295954,2.456296,68.816639,-0.449167,14.431029,2.832711,0.271792,40.781965
593,41.366496,101.481008,-0.339777,38.489419,0.011410,5.178455,89.300000,2552.319562,2.552320,67.503299,-1.792272,14.101154,-0.126912,0.214507,41.366496
594,41.864027,101.628787,-0.333130,37.457324,0.011560,5.190015,89.416667,2696.074706,2.696075,68.315828,0.275687,14.174167,0.760206,0.182580,41.864027
595,42.349087,101.469582,-0.370314,32.777127,0.011696,5.201711,89.533333,2639.253236,2.639253,64.438209,0.372368,14.067048,1.457762,0.178004,42.349087
596,42.857292,101.325624,-0.349105,33.567040,0.011834,5.213545,89.650000,2694.280757,2.694281,66.415144,0.909073,14.164996,0.805277,0.186497,42.857292
597,43.393463,100.822868,-0.375724,31.847289,0.011979,5.225525,89.766667,2618.966178,2.618966,63.250448,-1.081977,14.078306,1.921975,0.196760,43.393463
598,43.947730,101.298947,-0.346379,37.811078,0.012131,5.237655,89.883333,2644.986290,2.644986,66.661003,0.260396,14.315336,1.362565,0.203401,43.947730
599,44.506960,101.091022,-0.366260,33.945630,0.012285,5.249941,90.000000,2631.685491,2.631685,64.465041,-0.394159,14.210555,1.114111,0.205222,44.506960
600,45.068932,101.157343,-0.337798,37.850737,0.012441,5.262382,90.562474,2749.465985,2.749466,67.377517,1.877821,13.993009,1.203100,0.206228,45.068932
601,45.661287,101.403646,-0.319772,40.005898,0.012601,5.274983,90.064470,2808.865576,2.808866,69.426436,-0.086404,14.178565,-1.001306,0.217378,45.661287
602,46.340560,101.304129,-0.362024,34.428545,0.012778,5.287761,90.146877,2764.068436,2.764068,65.101748,-2.084907,14.173747,-2.991061,0.249274,46.340560
603,47.147608,101.190291,-0.317380,41.265045,0.012984,5.300746,89.745274,2800.236859,2.800237,69.452247,0.240692,14.065224,1.240222,0.296164,47.147608
604,48.056919,101.342659,-0.343061,38.233163,0.013223,5.313969,89.814294,2908.820341,2.908820,67.036554,-2.334369,14.228893,0.765182,0.300000,48.056919
605,48.989105,101.271262,-0.360435,36.120705,0.013479,5.327447,91.009686,2877.124250,2.877124,65.227780,3.180682,14.040321,0.818232,0.300000,48.989105
606,49.868575,101.160882,-0.306545,42.763340,0.013730,5.341177,91.492635,2956.851043,2.956851,70.506361,-3.441583,14.221792,-2.966769,0.300000,49.868575
607,50.637208,101.805312,-0.339693,38.861246,0.013959,5.355137,91.531171,2984.492516,2.984493,67.836015,2.069675,14.265408,0.774431,0.282067,50.637208
608,51.243751,101.006483,-0.349374,37.270914,0.014150,5.369287,91.518657,2975.325687,2.975326,66.069111,1.785799,14.368592,1.618290,0.222585,51.243751
609,51.683784,101.539939,-0.300043,42.651812,0.014295,5.383582,91.428113,3101.536824,3.101537,71.535614,2.899736,14.255052,-2.779050,0.161480,51.683784
610,52.053266,101.757695,-0.332685,36.144728,0.014408,5.397990,91.924770,2976.984250,2.976984,68.489229,0.874304,14.092376,-0.422712,0.135590,52.053266
611,52.515241,101.397905,-0.346553,37.260125,0.014523,5.412513,92.275216,2958.774256,2.958774,66.742613,-0.358460,14.282410,-0.655175,0.169532,52.515241
612,53.183774,101.376418,-0.328046,40.569778,0.014680,5.427194,91.864141,2999.475165,2.999475,68.571800,3.146127,14.362582,-3.486046,0.245333,53.183774
613,54.015754,101.627380,-0.332396,39.987632,0.014889,5.442083,93.061042,3115.220515,3.115221,68.387789,-1.184505,14.417651,0.034775,0.300000,54.015754
