time,# warm-ups since codes cleared (),Absolute pedal position D (%),Absolute pedal position E (%),Absolute throttle position B (%),Average fuel consumption (L/100km),Average fuel consumption (total) (L/100km),Average fuel consumption 10 sec (L/100km),Average speed (km/h),Barometric pressure (kPa),Calculated boost (bar),Calculated engine load value (%),Calculated instant fuel consumption (L/100km),Calculated instant fuel rate (L/h),Commanded evaporative purge (%),Commanded throttle actuator (%),Control module voltage (V),Distance traveled since codes cleared (km),Distance traveled with MIL on (km),Distance travelled (km),Distance travelled (total) (km),Engine coolant temperature (℃),Engine fuel rate (L/h),Engine Fuel Rate (g/sec),Engine RPM (rpm),Engine RPM x1000 (rpm),Fuel economizer (based on fuel system status and throttle position) (),Fuel used (L),Fuel used (total) (L),Fuel used price ($),Fuel used price (total) ($),Fuel/Air commanded equivalence ratio (),Instant engine power (based on fuel consumption) (hp),Intake air temperature (℃),Intake manifold absolute pressure (kPa),Long term fuel % trim - Bank 1 (%),OBD Module Voltage (V),Oxygen sensor 1 Wide Range Current (mA) (mA),Oxygen sensor 1 Wide Range Equivalence ratio (),Oxygen sensor 2 Bank 1 Short term fuel trim (%),Oxygen sensor 2 Bank 1 Voltage (V),Short term fuel % trim - Bank 1 (%),Throttle position (%),Timing advance (°),Vehicle acceleration (g),Vehicle Fuel Rate (g/sec),Vehicle speed (km/h),Unnamed: 47
16:15:18.233,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.264902885800453,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,0.966034918444444,0.966033,86.0,0.850000012665987,0.0,1282.0,1.3,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0667741409386939,0.0,14.0,
16:15:19.325,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.258873320475487,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,0.9707679171388884,0.970766,86.0,0.850000012665987,0.0,1647.0,1.6,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.1258725690393865,0.0,18.0,
16:15:20.416,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.27496363395957,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,0.9769300691388884,0.976929,86.0,0.850000012665987,0.0,1933.0,1.9,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.1020486884673233,0.0,22.0,
16:15:21.552,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.306783344300428,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,0.984364552944444,0.984363,86.0,0.850000012665987,0.0,1065.0,1.1,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0287849239520985,0.0,23.0,
16:15:22.693,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.331992330679878,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,0.9909349666666664,0.990934,86.0,0.850000012665987,0.0,1311.0,1.3,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0305289374810691,0.0,23.0,
16:15:23.748,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.36661647462798,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,0.9981407018888886,0.99814,86.0,0.850000012665987,0.0,1425.0,1.4,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0699117468884473,0.0,25.0,
16:15:25.018,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.421650956357713,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0072905758888886,1.00729,86.0,0.850000012665987,0.0,1582.0,1.6,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0889140707499844,0.0,28.0,
16:15:26.096,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.47261750076141,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0151339623333329,1.015134,86.0,0.850000012665987,0.0,1578.0,1.6,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,28.0,
16:15:27.244,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.537244560512157,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0251839478888882,1.025184,86.0,0.850000012665987,0.0,1540.0,1.5,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,28.0,
16:15:28.332,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.589531573071675,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0333964917777774,1.033397,86.0,0.850000012665987,0.0,1552.0,1.6,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,28.0,
16:15:29.281,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.638520498912232,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0411710098888884,1.041172,86.0,0.850000012665987,0.0,1520.0,1.5,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,28.0,
16:15:30.480,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.689311251724302,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0498103507499994,1.049812,86.0,0.850000012665987,0.0,1516.0,1.5,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.0276449586454566,0.0,27.0,
16:15:31.493,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.733244330202147,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0574010287499993,1.057402,86.0,0.850000012665987,0.0,1428.0,1.4,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,27.0,
16:15:32.714,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.777063070155275,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0659366098611105,1.065938,86.0,0.850000012665987,0.0,1216.0,1.2,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.0298656141068662,0.0,25.0,
16:15:33.636,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.803234910328847,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0723622537499993,1.072364,86.0,0.850000012665987,0.0,891.0,0.9,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.1117468514538024,0.0,22.0,
16:15:34.712,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.813585173868116,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0783034547222214,1.078305,86.0,0.850000012665987,0.0,820.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.1561556795301875,0.0,17.0,
16:15:36.061,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.792640435294825,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0829909246944438,1.082992,86.0,0.850000012665987,0.0,745.0,0.7,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.1626672585858022,0.0,11.0,
16:15:36.860,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.75618504637922,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0853109409999993,1.085311,86.0,0.850000012665987,0.0,757.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.0896255463408852,0.0,8.0,
16:15:37.957,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.695458082961938,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0869253046111105,1.086925,86.0,0.850000012665987,0.0,937.0,0.9,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.094801640504166,0.0,4.0,
16:15:38.833,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.641390099325776,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0878898038333324,1.08789,86.0,0.850000012665987,0.0,981.0,1.0,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,4.0,
16:15:40.209,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.546553634047505,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0889865093333324,1.088987,86.0,0.850000012665987,0.0,798.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.0797952083084239,0.0,1.0,
16:15:41.297,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.467505524134612,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,759.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.0337006782033166,0.0,0.0,
16:15:42.453,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.373880967257605,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,755.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:43.693,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.28332470154241,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,763.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:44.712,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.20495028713124,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,928.0,0.9,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:45.847,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.118510856707815,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,1286.0,1.3,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:46.969,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,17.039340465111582,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,1290.0,1.3,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:48.016,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.960918901905274,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,1186.0,1.2,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:49.216,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.86948650415583,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,745.0,0.7,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:50.249,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.799319033778595,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,754.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:51.493,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.708456441339223,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,758.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:52.450,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.639850690588855,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,769.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:53.545,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.560699125335738,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,746.0,0.7,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:54.593,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.488391474690363,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,755.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:55.608,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.417356857866903,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,752.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:56.938,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.32665770987861,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,753.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:58.009,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.254851095428762,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,755.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:15:59.221,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.174371742110576,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,757.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:00.465,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.094015892321437,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,754.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:01.528,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,16.023426712342154,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,757.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:02.640,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.948375218533894,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,755.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:03.580,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.891577232452116,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,746.0,0.7,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:04.716,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.814525491103623,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0890866650277768,1.089087,86.0,0.850000012665987,0.0,1516.0,1.5,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:06.037,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.73751059256372,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0893465042499992,1.089347,86.0,0.850000012665987,0.0,1154.0,1.2,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0260039908817163,0.0,1.0,
16:16:07.044,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.673008437285636,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0894032563611102,1.089404,86.0,0.850000012665987,0.0,1229.0,1.2,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,-0.0333862991648878,0.0,0.0,
16:16:08.211,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.601205333354727,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0894032563611102,1.089404,86.0,0.850000012665987,0.0,756.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:09.345,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.53439171030322,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0894032563611102,1.089404,86.0,0.850000012665987,0.0,746.0,0.7,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:10.369,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.46830225720228,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0894032563611102,1.089404,86.0,0.850000012665987,0.0,754.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
16:16:11.573,255.0,0.0,0.0,11.764705882352942,0.9920898143233724,1.2596629515712163,0.9470121891877606,15.394659950466036,100.0,-0.5,27.84313725490196,3.863636421209032,0.850000012665987,0.0,4.313725490196078,14.03,4356.0,0.0,1.0894032563611102,1.089404,86.0,0.850000012665987,0.0,755.0,0.8,-1.0,0.0084830841194633,0.010771,0.0085679149606579,0.01087871,29.26224168,3.3253682662438098,44.0,50.0,-2.34375,14.0,,,0.0,0.65,-1.5625,14.901960784313726,5.5,0.0,0.0,0.0,
